Timestamp,Class,Entry,Exit,Distance_m,Speed_kmh
03-10-2017 18:24,car,WEST,NORTH,21.5,60.9
03-10-2017 17:44,car,EAST,WEST,21.5,55.6
03-10-2017 08:22,car,WEST,SOUTH,21.5,47.2
03-10-2017 22:53,car,NORTH,WEST,21.5,59.7
03-10-2017 15:19,car,NORTH,SOUTH,21.5,65.1
03-10-2017 21:12,car,SOUTH,NORTH,21.5,86.4
03-10-2017 01:46,car,SOUTH,EAST,21.5,64.3
03-10-2017 20:08,car,EAST,NORTH,21.5,49.5
03-10-2017 22:00,truck,SOUTH,NORTH,21.5,62.2
03-10-2017 12:11,car,SOUTH,WEST,21.5,79.8
03-10-2017 06:26,car,NORTH,WEST,21.5,86.0
03-10-2017 19:18,car,NORTH,SOUTH,21.5,93.1
03-10-2017 10:29,car,SOUTH,EAST,21.5,78.8
03-10-2017 15:47,car,NORTH,WEST,21.5,86.3
03-10-2017 05:39,car,SOUTH,WEST,21.5,72.3
03-10-2017 19:34,car,NORTH,WEST,21.5,78.0
03-10-2017 19:52,truck,NORTH,EAST,21.5,67.2
03-10-2017 00:03,car,EAST,SOUTH,21.5,54.4
03-10-2017 01:55,car,EAST,SOUTH,21.5,91.9
03-10-2017 04:40,truck,WEST,NORTH,21.5,40.4
03-10-2017 13:25,car,SOUTH,NORTH,21.5,74.3
03-10-2017 20:31,car,EAST,WEST,21.5,86.1
03-10-2017 07:12,car,NORTH,WEST,21.5,49.5
03-10-2017 11:24,bus,WEST,SOUTH,21.5,45.3
03-10-2017 22:43,car,SOUTH,WEST,21.5,81.2
03-10-2017 06:48,car,WEST,SOUTH,21.5,82.9
03-10-2017 06:01,car,NORTH,WEST,21.5,86.7
03-10-2017 22:07,car,SOUTH,WEST,21.5,53.3
03-10-2017 07:40,car,WEST,NORTH,21.5,52.4
03-10-2017 11:30,car,SOUTH,EAST,21.5,82.8
03-10-2017 14:09,bus,EAST,NORTH,21.5,49.0
03-10-2017 10:31,car,WEST,EAST,21.5,62.7
03-10-2017 15:38,bus,EAST,SOUTH,21.5,30.0
03-10-2017 10:51,truck,SOUTH,EAST,21.5,65.3
03-10-2017 07:24,car,EAST,NORTH,21.5,93.1
03-10-2017 09:03,car,NORTH,WEST,21.5,69.1
03-10-2017 00:36,car,SOUTH,EAST,21.5,84.3
03-10-2017 13:32,car,NORTH,EAST,21.5,58.2
03-10-2017 15:32,car,NORTH,EAST,21.5,58.6
03-10-2017 08:04,car,WEST,NORTH,21.5,45.6
03-10-2017 10:05,car,SOUTH,WEST,21.5,60.1
03-10-2017 23:20,car,SOUTH,WEST,21.5,71.1
03-10-2017 03:36,car,EAST,NORTH,21.5,77.0
03-10-2017 20:41,car,NORTH,WEST,21.5,46.8
03-10-2017 15:47,car,EAST,WEST,21.5,45.8
03-10-2017 17:26,car,EAST,WEST,21.5,57.2
03-10-2017 15:30,car,SOUTH,NORTH,21.5,81.1
03-10-2017 03:02,car,SOUTH,WEST,21.5,49.9
03-10-2017 19:11,car,EAST,SOUTH,21.5,82.2
03-10-2017 00:44,car,WEST,SOUTH,21.5,67.4
03-10-2017 08:48,car,EAST,SOUTH,21.5,53.6
03-10-2017 00:42,car,SOUTH,NORTH,21.5,89.0
03-10-2017 01:40,car,SOUTH,WEST,21.5,69.0
03-10-2017 10:40,car,NORTH,WEST,21.5,92.7
03-10-2017 07:35,car,SOUTH,WEST,21.5,80.1
03-10-2017 03:30,car,NORTH,EAST,21.5,79.8
03-10-2017 13:03,car,WEST,SOUTH,21.5,49.6
03-10-2017 14:09,car,WEST,SOUTH,21.5,85.0
03-10-2017 13:24,truck,NORTH,EAST,21.5,63.4
03-10-2017 10:37,car,WEST,SOUTH,21.5,74.6
03-10-2017 19:49,truck,NORTH,SOUTH,21.5,64.0
03-10-2017 05:41,car,SOUTH,WEST,21.5,75.2
03-10-2017 01:43,car,NORTH,SOUTH,21.5,89.7
03-10-2017 05:33,car,WEST,SOUTH,21.5,79.0
03-10-2017 09:13,truck,EAST,SOUTH,21.5,54.2
03-10-2017 16:44,car,SOUTH,WEST,21.5,48.2
03-10-2017 10:31,truck,EAST,WEST,21.5,50.9
03-10-2017 15:21,car,NORTH,WEST,21.5,82.3
03-10-2017 15:32,car,EAST,NORTH,21.5,79.2
03-10-2017 02:13,car,SOUTH,NORTH,21.5,92.2
03-10-2017 17:42,car,WEST,EAST,21.5,69.0
03-10-2017 10:56,car,SOUTH,EAST,21.5,89.2
03-10-2017 20:27,car,SOUTH,WEST,21.5,79.3
03-10-2017 21:50,car,NORTH,SOUTH,21.5,47.1
03-10-2017 03:13,car,WEST,NORTH,21.5,74.8
03-10-2017 07:06,car,SOUTH,WEST,21.5,74.9
03-10-2017 01:24,car,WEST,SOUTH,21.5,64.7
03-10-2017 23:38,car,EAST,NORTH,21.5,62.8
03-10-2017 18:13,car,WEST,EAST,21.5,67.3
03-10-2017 00:51,truck,EAST,SOUTH,21.5,39.9
03-10-2017 03:37,car,NORTH,EAST,21.5,60.5
03-10-2017 08:02,truck,WEST,SOUTH,21.5,45.5
03-10-2017 20:39,car,EAST,NORTH,21.5,49.1
03-10-2017 17:48,car,SOUTH,NORTH,21.5,77.8
03-10-2017 13:51,car,WEST,EAST,21.5,50.1
03-10-2017 09:04,car,NORTH,SOUTH,21.5,54.8
03-10-2017 01:33,car,SOUTH,WEST,21.5,93.7
03-10-2017 21:44,car,NORTH,EAST,21.5,69.8
03-10-2017 14:24,car,SOUTH,EAST,21.5,73.4
03-10-2017 15:07,car,EAST,NORTH,21.5,83.6
03-10-2017 19:50,car,EAST,NORTH,21.5,74.7
03-10-2017 19:04,car,SOUTH,EAST,21.5,91.3
03-10-2017 21:10,car,WEST,NORTH,21.5,74.2
03-10-2017 21:03,car,SOUTH,EAST,21.5,45.5
03-10-2017 04:49,bus,EAST,NORTH,21.5,45.1
03-10-2017 16:46,car,SOUTH,EAST,21.5,89.4
03-10-2017 23:22,car,SOUTH,WEST,21.5,90.8
03-10-2017 21:56,car,NORTH,WEST,21.5,77.7
03-10-2017 07:42,car,SOUTH,NORTH,21.5,73.1
03-10-2017 23:15,car,SOUTH,WEST,21.5,68.5
03-10-2017 12:15,bus,EAST,SOUTH,21.5,54.1
03-10-2017 19:19,car,SOUTH,NORTH,21.5,58.3
03-10-2017 15:41,car,NORTH,SOUTH,21.5,77.0
03-10-2017 14:53,bus,NORTH,EAST,21.5,38.9
03-10-2017 18:24,truck,SOUTH,WEST,21.5,56.5
03-10-2017 08:15,car,WEST,EAST,21.5,83.2
03-10-2017 22:02,car,EAST,NORTH,21.5,53.1
03-10-2017 12:32,car,WEST,SOUTH,21.5,58.7
03-10-2017 01:27,car,NORTH,EAST,21.5,50.7
03-10-2017 12:56,car,SOUTH,WEST,21.5,48.4
03-10-2017 12:19,car,WEST,NORTH,21.5,64.9
03-10-2017 18:26,car,SOUTH,NORTH,21.5,50.7
03-10-2017 18:45,car,NORTH,SOUTH,21.5,61.4
03-10-2017 16:34,car,SOUTH,NORTH,21.5,76.5
03-10-2017 01:00,car,EAST,SOUTH,21.5,71.9
03-10-2017 12:21,bus,EAST,NORTH,21.5,40.0
03-10-2017 08:33,car,NORTH,SOUTH,21.5,84.4
03-10-2017 17:42,car,SOUTH,EAST,21.5,73.4
03-10-2017 20:36,car,EAST,WEST,21.5,77.6
03-10-2017 04:03,car,NORTH,SOUTH,21.5,48.5
03-10-2017 23:13,car,WEST,NORTH,21.5,58.1
03-10-2017 08:20,car,SOUTH,WEST,21.5,45.9
03-10-2017 19:28,car,EAST,NORTH,21.5,58.5
03-10-2017 10:39,car,EAST,WEST,21.5,52.9
03-10-2017 14:56,bus,SOUTH,EAST,21.5,40.1
03-10-2017 03:00,car,NORTH,SOUTH,21.5,53.4
03-10-2017 10:02,car,NORTH,EAST,21.5,47.8
03-10-2017 06:42,car,SOUTH,NORTH,21.5,59.9
03-10-2017 15:17,car,WEST,NORTH,21.5,57.9
03-10-2017 01:07,car,WEST,SOUTH,21.5,92.5
03-10-2017 20:32,car,NORTH,SOUTH,21.5,83.0
03-10-2017 08:56,car,NORTH,WEST,21.5,48.2
03-10-2017 10:38,car,SOUTH,EAST,21.5,65.2
03-10-2017 06:18,car,WEST,SOUTH,21.5,73.6
03-10-2017 10:02,car,SOUTH,NORTH,21.5,50.6
03-10-2017 23:20,car,EAST,SOUTH,21.5,90.4
03-10-2017 02:14,car,NORTH,EAST,21.5,87.5
03-10-2017 15:58,car,NORTH,WEST,21.5,51.2
03-10-2017 23:22,car,WEST,EAST,21.5,55.0
03-10-2017 17:24,car,WEST,NORTH,21.5,88.4
03-10-2017 05:18,car,EAST,WEST,21.5,64.4
03-10-2017 05:14,bus,SOUTH,NORTH,21.5,48.4
03-10-2017 22:26,bus,NORTH,EAST,21.5,47.3
03-10-2017 06:37,car,WEST,NORTH,21.5,87.3
03-10-2017 11:14,car,NORTH,SOUTH,21.5,84.2
03-10-2017 12:30,car,EAST,SOUTH,21.5,52.0
03-10-2017 11:52,car,SOUTH,WEST,21.5,54.7
03-10-2017 12:18,truck,EAST,SOUTH,21.5,38.8
03-10-2017 04:51,car,WEST,NORTH,21.5,52.0
03-10-2017 01:27,car,WEST,NORTH,21.5,62.6
03-10-2017 11:31,car,NORTH,SOUTH,21.5,82.8
03-10-2017 03:02,truck,EAST,NORTH,21.5,59.2
03-10-2017 04:53,car,SOUTH,WEST,21.5,49.0
03-10-2017 23:32,car,WEST,SOUTH,21.5,49.7
03-10-2017 11:30,car,SOUTH,NORTH,21.5,65.0
03-10-2017 17:00,car,EAST,NORTH,21.5,55.3
03-10-2017 15:59,car,EAST,SOUTH,21.5,94.4
03-10-2017 18:49,car,SOUTH,WEST,21.5,71.9
03-10-2017 02:35,car,EAST,SOUTH,21.5,92.6
03-10-2017 15:30,car,SOUTH,EAST,21.5,45.1
03-10-2017 22:04,car,EAST,WEST,21.5,50.7
03-10-2017 16:18,bus,NORTH,EAST,21.5,38.0
03-10-2017 17:09,car,SOUTH,NORTH,21.5,48.7
03-10-2017 04:37,car,SOUTH,WEST,21.5,87.7
03-10-2017 16:54,car,WEST,NORTH,21.5,63.1
03-10-2017 05:00,car,EAST,NORTH,21.5,59.2
03-10-2017 11:03,car,WEST,NORTH,21.5,60.4
03-10-2017 19:12,car,EAST,SOUTH,21.5,75.3
03-10-2017 01:38,car,EAST,SOUTH,21.5,94.5
03-10-2017 05:21,car,EAST,WEST,21.5,55.5
03-10-2017 15:02,car,SOUTH,WEST,21.5,78.3
03-10-2017 11:05,car,SOUTH,EAST,21.5,75.2
03-10-2017 14:29,car,NORTH,SOUTH,21.5,62.9
03-10-2017 04:58,car,EAST,NORTH,21.5,94.8
03-10-2017 17:32,car,SOUTH,EAST,21.5,53.4
03-10-2017 17:47,car,NORTH,WEST,21.5,71.7
03-10-2017 08:45,car,WEST,NORTH,21.5,67.0
03-10-2017 00:11,car,NORTH,EAST,21.5,66.9
03-10-2017 00:27,truck,WEST,EAST,21.5,28.2
03-10-2017 20:46,truck,SOUTH,NORTH,21.5,31.3
03-10-2017 12:10,car,WEST,EAST,21.5,67.3
03-10-2017 04:31,car,NORTH,SOUTH,21.5,47.2
03-10-2017 13:38,car,NORTH,EAST,21.5,61.1
03-10-2017 11:05,car,EAST,NORTH,21.5,56.3
03-10-2017 17:45,car,NORTH,SOUTH,21.5,93.9
03-10-2017 04:05,car,WEST,EAST,21.5,84.6
03-10-2017 13:23,car,SOUTH,EAST,21.5,50.9
03-10-2017 01:28,truck,SOUTH,WEST,21.5,25.5
03-10-2017 10:12,car,NORTH,WEST,21.5,92.0
03-10-2017 04:50,bus,SOUTH,WEST,21.5,22.6
03-10-2017 06:27,car,NORTH,WEST,21.5,68.0
03-10-2017 16:56,car,EAST,WEST,21.5,59.1
03-10-2017 14:24,car,WEST,NORTH,21.5,85.3
03-10-2017 13:49,car,EAST,NORTH,21.5,72.3
03-10-2017 00:47,truck,EAST,NORTH,21.5,38.0
03-10-2017 14:58,car,NORTH,WEST,21.5,66.4
03-10-2017 05:28,car,EAST,NORTH,21.5,89.0
03-10-2017 12:33,car,NORTH,WEST,21.5,92.4
03-10-2017 21:38,bus,NORTH,SOUTH,21.5,35.8
03-10-2017 08:37,car,WEST,EAST,21.5,50.1
03-10-2017 06:52,car,EAST,WEST,21.5,92.6
03-10-2017 12:35,bus,WEST,SOUTH,21.5,26.2
03-10-2017 06:27,car,WEST,SOUTH,21.5,81.4
03-10-2017 03:52,car,WEST,SOUTH,21.5,60.6
03-10-2017 12:11,car,WEST,EAST,21.5,68.0
03-10-2017 10:22,car,EAST,NORTH,21.5,62.4
03-10-2017 20:33,car,EAST,WEST,21.5,86.0
03-10-2017 04:11,truck,SOUTH,NORTH,21.5,63.4
03-10-2017 03:19,car,SOUTH,WEST,21.5,72.7
03-10-2017 23:10,car,NORTH,SOUTH,21.5,95.0
03-10-2017 17:11,car,NORTH,WEST,21.5,49.5
03-10-2017 15:15,car,SOUTH,WEST,21.5,92.4
03-10-2017 21:08,car,WEST,NORTH,21.5,50.9
03-10-2017 11:19,car,SOUTH,WEST,21.5,46.1
03-10-2017 22:45,car,EAST,NORTH,21.5,50.0
03-10-2017 04:04,car,WEST,EAST,21.5,65.8
03-10-2017 14:13,car,SOUTH,WEST,21.5,66.7
03-10-2017 17:32,car,SOUTH,WEST,21.5,75.2
03-10-2017 19:32,car,NORTH,WEST,21.5,83.4
03-10-2017 09:57,car,SOUTH,EAST,21.5,74.5
03-10-2017 22:47,car,SOUTH,WEST,21.5,94.3
03-10-2017 21:40,car,SOUTH,NORTH,21.5,72.5
03-10-2017 13:11,car,WEST,NORTH,21.5,54.6
03-10-2017 11:27,car,EAST,SOUTH,21.5,45.7
03-10-2017 23:10,car,NORTH,WEST,21.5,80.2
03-10-2017 02:57,bus,EAST,WEST,21.5,20.6
03-10-2017 07:23,car,NORTH,SOUTH,21.5,51.8
03-10-2017 17:55,car,WEST,EAST,21.5,54.4
03-10-2017 10:21,car,EAST,SOUTH,21.5,89.9
03-10-2017 23:39,car,SOUTH,EAST,21.5,70.0
03-10-2017 23:29,car,NORTH,EAST,21.5,90.0
03-10-2017 04:30,car,WEST,NORTH,21.5,83.4
03-10-2017 23:01,car,NORTH,SOUTH,21.5,76.2
03-10-2017 16:31,car,NORTH,SOUTH,21.5,55.9
03-10-2017 03:02,car,WEST,NORTH,21.5,58.6
03-10-2017 00:03,car,EAST,WEST,21.5,63.8
03-10-2017 16:14,car,NORTH,SOUTH,21.5,52.1
03-10-2017 20:17,truck,NORTH,EAST,21.5,48.2
03-10-2017 18:43,car,NORTH,SOUTH,21.5,70.3
03-10-2017 07:17,car,EAST,SOUTH,21.5,64.4
03-10-2017 11:33,car,WEST,SOUTH,21.5,84.4
03-10-2017 17:46,car,SOUTH,EAST,21.5,71.8
03-10-2017 06:57,car,NORTH,EAST,21.5,59.0
03-10-2017 01:35,car,WEST,EAST,21.5,85.4
03-10-2017 03:06,car,NORTH,EAST,21.5,73.5
03-10-2017 22:39,car,WEST,EAST,21.5,68.5
03-10-2017 09:58,car,WEST,NORTH,21.5,78.8
03-10-2017 20:09,car,NORTH,EAST,21.5,89.7
03-10-2017 09:41,car,NORTH,WEST,21.5,74.7
03-10-2017 07:24,car,WEST,NORTH,21.5,53.4
03-10-2017 20:50,car,NORTH,SOUTH,21.5,47.3
03-10-2017 02:09,car,WEST,EAST,21.5,59.5
03-10-2017 18:22,truck,NORTH,EAST,21.5,55.9
03-10-2017 16:49,car,SOUTH,NORTH,21.5,75.8
03-10-2017 07:42,car,NORTH,WEST,21.5,94.9
03-10-2017 22:15,car,EAST,SOUTH,21.5,59.3
03-10-2017 04:38,car,SOUTH,NORTH,21.5,58.2
03-10-2017 05:53,car,SOUTH,WEST,21.5,67.4
03-10-2017 06:08,car,NORTH,WEST,21.5,52.6
03-10-2017 17:52,car,WEST,EAST,21.5,83.4
03-10-2017 06:00,car,WEST,NORTH,21.5,70.7
03-10-2017 22:49,car,NORTH,SOUTH,21.5,88.3
03-10-2017 01:35,bus,EAST,NORTH,21.5,47.8
03-10-2017 04:58,car,NORTH,SOUTH,21.5,57.5
03-10-2017 05:30,car,EAST,NORTH,21.5,52.4
03-10-2017 14:40,car,SOUTH,EAST,21.5,62.0
03-10-2017 04:57,car,SOUTH,NORTH,21.5,67.5
03-10-2017 00:31,car,WEST,SOUTH,21.5,51.3
03-10-2017 03:02,car,SOUTH,WEST,21.5,64.1
03-10-2017 20:16,car,SOUTH,EAST,21.5,56.9
03-10-2017 19:48,car,WEST,NORTH,21.5,58.2
03-10-2017 08:27,car,EAST,WEST,21.5,86.9
03-10-2017 00:46,car,SOUTH,NORTH,21.5,63.7
03-10-2017 20:55,truck,WEST,EAST,21.5,28.3
03-10-2017 17:29,car,WEST,SOUTH,21.5,67.7
03-10-2017 11:30,car,SOUTH,NORTH,21.5,89.9
03-10-2017 15:18,car,SOUTH,WEST,21.5,70.3
03-10-2017 15:02,car,EAST,NORTH,21.5,82.8
03-10-2017 07:55,car,EAST,SOUTH,21.5,69.1
03-10-2017 01:44,car,SOUTH,WEST,21.5,71.2
03-10-2017 11:31,car,NORTH,EAST,21.5,54.7
03-10-2017 18:03,car,SOUTH,WEST,21.5,45.9
03-10-2017 11:41,bus,SOUTH,WEST,21.5,30.3
03-10-2017 21:55,car,NORTH,EAST,21.5,92.3
03-10-2017 03:18,car,EAST,SOUTH,21.5,94.9
03-10-2017 06:39,car,SOUTH,WEST,21.5,57.9
03-10-2017 13:34,car,WEST,SOUTH,21.5,75.3
03-10-2017 04:34,truck,NORTH,WEST,21.5,30.3
03-10-2017 07:34,car,NORTH,WEST,21.5,75.0
03-10-2017 14:20,truck,NORTH,SOUTH,21.5,43.5
03-10-2017 17:46,bus,WEST,EAST,21.5,41.8
03-10-2017 17:52,car,EAST,WEST,21.5,48.4
03-10-2017 11:36,bus,EAST,WEST,21.5,31.0
03-10-2017 21:45,car,EAST,NORTH,21.5,85.1
03-10-2017 07:33,car,NORTH,WEST,21.5,72.9
03-10-2017 11:29,truck,NORTH,SOUTH,21.5,31.8
03-10-2017 19:14,car,NORTH,SOUTH,21.5,91.6
03-10-2017 17:08,car,WEST,SOUTH,21.5,51.0
03-10-2017 05:20,car,NORTH,EAST,21.5,59.5
03-10-2017 15:09,car,EAST,NORTH,21.5,91.3
03-10-2017 15:02,car,SOUTH,NORTH,21.5,92.5
03-10-2017 18:56,truck,WEST,SOUTH,21.5,52.0
03-10-2017 20:12,car,WEST,EAST,21.5,56.9
03-10-2017 21:41,car,WEST,SOUTH,21.5,59.7
03-10-2017 23:42,car,NORTH,SOUTH,21.5,94.8
03-10-2017 04:29,car,WEST,EAST,21.5,75.5
03-10-2017 05:08,car,EAST,NORTH,21.5,70.6
03-10-2017 05:32,car,SOUTH,EAST,21.5,45.6
03-10-2017 04:20,car,WEST,SOUTH,21.5,71.2
03-10-2017 14:34,car,SOUTH,WEST,21.5,93.7
03-10-2017 10:00,car,WEST,EAST,21.5,54.4
03-10-2017 11:44,car,EAST,SOUTH,21.5,68.2
03-10-2017 15:28,car,WEST,SOUTH,21.5,53.9
03-10-2017 05:13,car,NORTH,EAST,21.5,83.4
03-10-2017 10:21,car,EAST,NORTH,21.5,88.1
03-10-2017 07:29,truck,NORTH,EAST,21.5,48.1
03-10-2017 06:54,car,EAST,NORTH,21.5,49.7
03-10-2017 19:29,truck,WEST,NORTH,21.5,27.5
03-10-2017 01:17,car,SOUTH,WEST,21.5,75.4
03-10-2017 13:43,car,NORTH,EAST,21.5,79.8
03-10-2017 16:53,car,WEST,EAST,21.5,88.6
03-10-2017 20:38,car,NORTH,WEST,21.5,82.5
03-10-2017 09:30,truck,EAST,SOUTH,21.5,41.9
03-10-2017 22:27,car,SOUTH,NORTH,21.5,83.9
03-10-2017 18:55,car,WEST,NORTH,21.5,75.0
03-10-2017 08:28,car,NORTH,WEST,21.5,84.9
03-10-2017 14:00,car,EAST,NORTH,21.5,82.5
03-10-2017 15:53,car,WEST,NORTH,21.5,62.4
03-10-2017 00:32,car,EAST,NORTH,21.5,90.6
03-10-2017 08:43,car,EAST,WEST,21.5,88.9
03-10-2017 11:49,car,NORTH,EAST,21.5,84.4
03-10-2017 21:26,car,WEST,SOUTH,21.5,94.1
03-10-2017 12:07,car,EAST,NORTH,21.5,69.5
03-10-2017 02:28,car,WEST,EAST,21.5,63.1
03-10-2017 08:43,car,EAST,SOUTH,21.5,45.7
03-10-2017 21:52,car,EAST,SOUTH,21.5,59.2
03-10-2017 06:40,car,SOUTH,WEST,21.5,56.7
03-10-2017 11:35,truck,NORTH,EAST,21.5,50.3
03-10-2017 10:08,car,WEST,SOUTH,21.5,46.0
03-10-2017 11:49,car,SOUTH,EAST,21.5,85.6
03-10-2017 20:51,car,SOUTH,WEST,21.5,79.5
03-10-2017 11:56,car,EAST,WEST,21.5,92.1
03-10-2017 15:00,car,SOUTH,NORTH,21.5,58.2
03-10-2017 23:11,car,EAST,NORTH,21.5,64.4
03-10-2017 23:02,car,SOUTH,EAST,21.5,90.6
03-10-2017 20:14,car,WEST,EAST,21.5,94.8
03-10-2017 22:01,car,WEST,SOUTH,21.5,59.2
03-10-2017 11:36,car,SOUTH,EAST,21.5,80.1
03-10-2017 03:11,car,EAST,NORTH,21.5,84.3
03-10-2017 02:55,car,NORTH,SOUTH,21.5,86.7
03-10-2017 21:23,car,WEST,SOUTH,21.5,90.8
03-10-2017 21:00,car,NORTH,SOUTH,21.5,77.6
03-10-2017 02:54,car,SOUTH,WEST,21.5,72.6
03-10-2017 15:21,car,WEST,SOUTH,21.5,67.5
03-10-2017 00:20,bus,SOUTH,EAST,21.5,24.1
03-10-2017 03:10,car,WEST,EAST,21.5,53.6
03-10-2017 12:15,car,SOUTH,NORTH,21.5,78.3
03-10-2017 21:59,car,SOUTH,NORTH,21.5,92.0
03-10-2017 00:28,bus,EAST,WEST,21.5,39.7
03-10-2017 00:26,car,WEST,SOUTH,21.5,77.2
03-10-2017 11:22,car,WEST,EAST,21.5,93.2
03-10-2017 19:45,car,SOUTH,EAST,21.5,91.8
03-10-2017 19:23,bus,EAST,SOUTH,21.5,30.0
03-10-2017 21:03,car,EAST,WEST,21.5,72.2
03-10-2017 11:01,car,SOUTH,WEST,21.5,93.7
03-10-2017 20:06,bus,EAST,WEST,21.5,51.7
03-10-2017 18:24,car,EAST,NORTH,21.5,83.2
03-10-2017 11:54,car,WEST,SOUTH,21.5,80.1
03-10-2017 17:58,car,SOUTH,NORTH,21.5,69.0
03-10-2017 21:04,car,EAST,NORTH,21.5,53.4
03-10-2017 03:48,car,EAST,WEST,21.5,73.2
03-10-2017 22:13,bus,EAST,WEST,21.5,25.1
03-10-2017 18:24,car,WEST,SOUTH,21.5,65.7
03-10-2017 09:07,car,WEST,NORTH,21.5,90.4
03-10-2017 00:27,car,NORTH,EAST,21.5,80.8
03-10-2017 19:46,car,NORTH,WEST,21.5,81.3
03-10-2017 08:02,car,EAST,NORTH,21.5,63.7
03-10-2017 09:23,car,NORTH,SOUTH,21.5,53.7
03-10-2017 17:04,car,SOUTH,WEST,21.5,64.7
03-10-2017 09:23,car,EAST,SOUTH,21.5,51.7
03-10-2017 08:16,car,EAST,SOUTH,21.5,87.2
03-10-2017 21:55,car,SOUTH,NORTH,21.5,90.6
03-10-2017 03:38,car,SOUTH,NORTH,21.5,88.2
03-10-2017 00:37,car,WEST,NORTH,21.5,64.0
03-10-2017 15:46,car,WEST,NORTH,21.5,62.9
03-10-2017 03:51,truck,EAST,WEST,21.5,66.1
03-10-2017 06:11,car,SOUTH,WEST,21.5,72.2
03-10-2017 06:38,car,SOUTH,EAST,21.5,68.4
03-10-2017 08:27,car,SOUTH,WEST,21.5,71.2
03-10-2017 01:06,car,WEST,SOUTH,21.5,67.4
03-10-2017 19:19,car,WEST,SOUTH,21.5,62.6
03-10-2017 04:11,bus,WEST,SOUTH,21.5,37.8
03-10-2017 04:05,truck,SOUTH,NORTH,21.5,30.8
03-10-2017 13:14,truck,EAST,NORTH,21.5,33.2
03-10-2017 22:59,car,EAST,NORTH,21.5,65.5
