Timestamp,Class,Entry,Exit,Distance_m,Speed_kmh
22-09-2017 06:24,car,NORTH,WEST,21.5,56.7
22-09-2017 13:22,car,WEST,SOUTH,21.5,58.8
22-09-2017 11:16,car,WEST,SOUTH,21.5,88.5
22-09-2017 15:51,car,WEST,NORTH,21.5,60.5
22-09-2017 13:39,car,EAST,WEST,21.5,57.1
22-09-2017 01:09,car,SOUTH,NORTH,21.5,85.8
22-09-2017 14:41,car,NORTH,SOUTH,21.5,70.0
22-09-2017 20:25,car,NORTH,WEST,21.5,85.0
22-09-2017 00:19,car,EAST,NORTH,21.5,69.2
22-09-2017 07:27,car,SOUTH,EAST,21.5,64.5
22-09-2017 11:27,car,EAST,NORTH,21.5,90.0
22-09-2017 14:09,car,NORTH,SOUTH,21.5,73.5
22-09-2017 08:56,car,SOUTH,EAST,21.5,56.6
22-09-2017 05:42,car,NORTH,WEST,21.5,80.8
22-09-2017 12:16,car,EAST,SOUTH,21.5,47.0
22-09-2017 05:52,truck,SOUTH,WEST,21.5,58.2
22-09-2017 21:40,car,WEST,NORTH,21.5,79.9
22-09-2017 11:47,car,SOUTH,EAST,21.5,73.9
22-09-2017 12:00,car,WEST,EAST,21.5,89.2
22-09-2017 16:36,car,SOUTH,EAST,21.5,88.0
22-09-2017 15:49,car,SOUTH,WEST,21.5,75.2
22-09-2017 10:55,bus,EAST,SOUTH,21.5,30.6
22-09-2017 01:19,car,NORTH,EAST,21.5,62.5
22-09-2017 21:41,car,SOUTH,NORTH,21.5,66.3
22-09-2017 06:30,bus,SOUTH,EAST,21.5,42.5
22-09-2017 06:41,car,WEST,EAST,21.5,81.1
22-09-2017 22:36,car,NORTH,SOUTH,21.5,51.3
22-09-2017 16:41,car,WEST,NORTH,21.5,78.3
22-09-2017 02:31,car,NORTH,SOUTH,21.5,63.7
22-09-2017 15:39,car,WEST,NORTH,21.5,52.6
22-09-2017 11:50,car,SOUTH,WEST,21.5,73.8
22-09-2017 21:19,car,EAST,SOUTH,21.5,61.1
22-09-2017 14:45,car,EAST,NORTH,21.5,70.1
22-09-2017 07:12,car,NORTH,WEST,21.5,86.7
22-09-2017 05:05,car,WEST,NORTH,21.5,58.4
22-09-2017 03:13,car,EAST,WEST,21.5,51.1
22-09-2017 17:00,car,SOUTH,EAST,21.5,76.6
22-09-2017 23:27,car,SOUTH,NORTH,21.5,82.9
22-09-2017 09:47,car,WEST,EAST,21.5,72.8
22-09-2017 07:56,car,EAST,NORTH,21.5,66.3
22-09-2017 04:24,car,EAST,SOUTH,21.5,61.3
22-09-2017 17:08,car,EAST,NORTH,21.5,49.2
22-09-2017 21:50,car,WEST,NORTH,21.5,70.0
22-09-2017 18:39,car,EAST,NORTH,21.5,63.9
22-09-2017 19:44,car,SOUTH,WEST,21.5,51.9
22-09-2017 10:27,car,SOUTH,NORTH,21.5,78.9
22-09-2017 11:10,car,SOUTH,WEST,21.5,70.4
22-09-2017 21:14,car,WEST,EAST,21.5,77.0
22-09-2017 08:13,car,NORTH,SOUTH,21.5,62.9
22-09-2017 03:13,car,NORTH,WEST,21.5,91.5
22-09-2017 16:29,car,SOUTH,NORTH,21.5,85.3
22-09-2017 19:46,car,WEST,EAST,21.5,55.8
22-09-2017 18:41,car,NORTH,SOUTH,21.5,73.4
22-09-2017 01:44,truck,EAST,WEST,21.5,61.7
22-09-2017 08:23,car,NORTH,WEST,21.5,63.7
22-09-2017 11:27,car,EAST,WEST,21.5,48.6
22-09-2017 08:57,car,NORTH,SOUTH,21.5,73.8
22-09-2017 01:30,car,SOUTH,NORTH,21.5,57.7
22-09-2017 16:10,truck,EAST,SOUTH,21.5,36.4
22-09-2017 03:29,car,EAST,NORTH,21.5,89.9
22-09-2017 03:28,car,SOUTH,EAST,21.5,58.6
22-09-2017 12:15,car,EAST,SOUTH,21.5,46.9
22-09-2017 15:44,car,SOUTH,EAST,21.5,83.8
22-09-2017 23:39,truck,NORTH,WEST,21.5,30.6
22-09-2017 17:56,car,EAST,SOUTH,21.5,72.5
22-09-2017 02:42,car,EAST,WEST,21.5,65.8
22-09-2017 15:19,car,EAST,WEST,21.5,94.6
22-09-2017 12:14,bus,WEST,SOUTH,21.5,42.0
22-09-2017 07:14,car,NORTH,WEST,21.5,61.8
22-09-2017 20:14,car,SOUTH,WEST,21.5,51.9
22-09-2017 20:48,car,SOUTH,NORTH,21.5,80.4
22-09-2017 13:02,car,EAST,WEST,21.5,78.7
22-09-2017 00:07,car,NORTH,WEST,21.5,55.5
22-09-2017 22:43,bus,SOUTH,WEST,21.5,26.6
22-09-2017 05:55,car,NORTH,WEST,21.5,67.1
22-09-2017 19:26,car,WEST,NORTH,21.5,87.7
22-09-2017 10:34,car,NORTH,WEST,21.5,69.5
22-09-2017 18:04,truck,NORTH,SOUTH,21.5,53.5
22-09-2017 13:36,car,SOUTH,NORTH,21.5,79.8
22-09-2017 23:34,car,WEST,EAST,21.5,80.9
22-09-2017 16:01,car,SOUTH,NORTH,21.5,67.8
22-09-2017 11:56,car,EAST,WEST,21.5,94.9
22-09-2017 16:33,car,NORTH,EAST,21.5,83.8
22-09-2017 02:04,car,WEST,SOUTH,21.5,47.1
22-09-2017 04:28,car,WEST,EAST,21.5,93.9
22-09-2017 22:59,car,SOUTH,WEST,21.5,74.5
22-09-2017 09:04,truck,NORTH,EAST,21.5,53.3
22-09-2017 01:57,car,EAST,SOUTH,21.5,56.1
22-09-2017 00:55,car,SOUTH,NORTH,21.5,88.4
22-09-2017 20:17,car,EAST,NORTH,21.5,52.3
22-09-2017 05:28,car,NORTH,WEST,21.5,71.1
22-09-2017 00:45,car,NORTH,WEST,21.5,51.1
22-09-2017 23:51,car,EAST,WEST,21.5,61.3
22-09-2017 23:51,car,WEST,NORTH,21.5,65.4
22-09-2017 08:53,car,NORTH,EAST,21.5,78.6
22-09-2017 05:54,car,EAST,WEST,21.5,62.9
22-09-2017 17:25,car,EAST,NORTH,21.5,59.3
22-09-2017 08:00,truck,NORTH,SOUTH,21.5,25.3
22-09-2017 13:09,car,WEST,NORTH,21.5,81.6
22-09-2017 02:58,car,SOUTH,EAST,21.5,84.3
22-09-2017 22:06,car,EAST,NORTH,21.5,94.5
22-09-2017 13:48,car,SOUTH,EAST,21.5,80.4
22-09-2017 03:25,car,NORTH,WEST,21.5,82.7
22-09-2017 20:34,car,EAST,SOUTH,21.5,58.8
22-09-2017 22:21,bus,WEST,SOUTH,21.5,27.9
22-09-2017 09:36,car,NORTH,SOUTH,21.5,72.0
22-09-2017 13:23,car,WEST,SOUTH,21.5,85.0
22-09-2017 11:43,truck,SOUTH,EAST,21.5,35.0
22-09-2017 06:31,car,WEST,NORTH,21.5,84.0
22-09-2017 10:28,car,SOUTH,EAST,21.5,77.8
22-09-2017 14:47,truck,SOUTH,WEST,21.5,46.7
22-09-2017 09:23,car,EAST,WEST,21.5,49.2
22-09-2017 20:31,car,NORTH,SOUTH,21.5,66.0
22-09-2017 08:25,car,SOUTH,EAST,21.5,94.8
22-09-2017 12:03,car,NORTH,SOUTH,21.5,75.9
22-09-2017 11:10,car,SOUTH,NORTH,21.5,63.8
22-09-2017 04:41,car,EAST,WEST,21.5,71.2
22-09-2017 05:43,car,NORTH,EAST,21.5,67.9
22-09-2017 03:04,car,EAST,NORTH,21.5,56.3
22-09-2017 22:32,car,NORTH,EAST,21.5,82.0
22-09-2017 23:39,car,EAST,SOUTH,21.5,57.7
22-09-2017 22:38,bus,EAST,SOUTH,21.5,54.1
22-09-2017 12:10,bus,NORTH,EAST,21.5,48.8
22-09-2017 13:28,car,SOUTH,NORTH,21.5,48.4
22-09-2017 22:16,car,WEST,EAST,21.5,49.3
22-09-2017 10:46,car,WEST,SOUTH,21.5,81.7
22-09-2017 06:20,truck,EAST,WEST,21.5,27.2
22-09-2017 01:22,car,WEST,EAST,21.5,50.5
22-09-2017 04:17,car,SOUTH,NORTH,21.5,58.3
22-09-2017 11:39,car,NORTH,SOUTH,21.5,85.4
22-09-2017 04:45,car,EAST,NORTH,21.5,49.5
22-09-2017 15:00,car,SOUTH,NORTH,21.5,90.8
22-09-2017 18:54,car,NORTH,EAST,21.5,80.2
22-09-2017 23:09,car,WEST,NORTH,21.5,80.3
22-09-2017 08:34,truck,EAST,SOUTH,21.5,57.5
22-09-2017 02:58,car,WEST,EAST,21.5,53.5
22-09-2017 12:56,car,WEST,NORTH,21.5,66.5
22-09-2017 23:02,car,WEST,EAST,21.5,69.3
22-09-2017 16:29,car,NORTH,EAST,21.5,83.3
22-09-2017 07:23,car,EAST,NORTH,21.5,74.4
22-09-2017 00:50,bus,NORTH,SOUTH,21.5,41.7
22-09-2017 05:28,car,EAST,WEST,21.5,59.9
22-09-2017 23:19,car,SOUTH,NORTH,21.5,47.5
22-09-2017 08:58,car,WEST,SOUTH,21.5,65.5
22-09-2017 14:13,truck,WEST,NORTH,21.5,46.9
22-09-2017 07:47,car,EAST,NORTH,21.5,56.6
22-09-2017 11:45,car,SOUTH,NORTH,21.5,63.1
22-09-2017 20:29,truck,EAST,NORTH,21.5,50.5
22-09-2017 09:54,car,EAST,WEST,21.5,83.9
22-09-2017 20:42,car,SOUTH,NORTH,21.5,52.9
22-09-2017 07:34,car,NORTH,EAST,21.5,72.8
22-09-2017 18:41,car,EAST,SOUTH,21.5,58.3
22-09-2017 23:59,car,NORTH,SOUTH,21.5,64.5
22-09-2017 21:18,car,EAST,SOUTH,21.5,47.2
22-09-2017 10:14,car,EAST,WEST,21.5,50.1
22-09-2017 23:48,car,EAST,SOUTH,21.5,85.6
22-09-2017 12:04,car,EAST,SOUTH,21.5,83.7
22-09-2017 06:07,car,WEST,EAST,21.5,78.6
22-09-2017 18:39,car,WEST,EAST,21.5,87.3
22-09-2017 07:58,car,WEST,EAST,21.5,68.4
22-09-2017 10:40,car,EAST,WEST,21.5,76.5
22-09-2017 07:01,car,SOUTH,NORTH,21.5,94.2
22-09-2017 03:53,car,EAST,WEST,21.5,45.6
22-09-2017 10:24,truck,EAST,SOUTH,21.5,65.5
22-09-2017 12:37,car,NORTH,WEST,21.5,53.7
22-09-2017 15:19,car,WEST,EAST,21.5,53.4
22-09-2017 07:42,truck,SOUTH,NORTH,21.5,34.2
22-09-2017 04:14,truck,SOUTH,WEST,21.5,52.5
22-09-2017 09:18,car,SOUTH,NORTH,21.5,59.8
22-09-2017 23:59,car,SOUTH,EAST,21.5,72.1
22-09-2017 23:19,car,EAST,WEST,21.5,78.7
22-09-2017 23:50,car,WEST,SOUTH,21.5,47.6
22-09-2017 15:14,car,SOUTH,EAST,21.5,76.1
22-09-2017 13:59,car,EAST,SOUTH,21.5,49.1
22-09-2017 11:25,bus,WEST,SOUTH,21.5,54.7
22-09-2017 05:11,truck,EAST,WEST,21.5,30.1
22-09-2017 21:14,car,WEST,SOUTH,21.5,56.8
22-09-2017 04:52,truck,NORTH,SOUTH,21.5,33.2
22-09-2017 23:39,car,SOUTH,WEST,21.5,61.5
22-09-2017 02:05,car,WEST,NORTH,21.5,80.6
22-09-2017 15:41,car,NORTH,WEST,21.5,47.0
22-09-2017 05:35,car,EAST,SOUTH,21.5,67.6
22-09-2017 12:50,car,SOUTH,NORTH,21.5,84.0
22-09-2017 02:58,car,EAST,SOUTH,21.5,80.8
22-09-2017 15:54,car,WEST,NORTH,21.5,74.5
22-09-2017 11:00,car,WEST,NORTH,21.5,68.9
22-09-2017 14:00,car,SOUTH,NORTH,21.5,61.7
22-09-2017 20:03,car,WEST,EAST,21.5,64.7
22-09-2017 11:05,car,SOUTH,WEST,21.5,81.4
22-09-2017 00:57,car,WEST,EAST,21.5,90.4
22-09-2017 12:22,car,SOUTH,WEST,21.5,48.3
22-09-2017 13:19,car,WEST,SOUTH,21.5,45.0
22-09-2017 08:33,car,NORTH,WEST,21.5,74.9
22-09-2017 00:33,car,EAST,WEST,21.5,45.6
22-09-2017 05:01,car,WEST,EAST,21.5,82.0
22-09-2017 07:02,car,SOUTH,EAST,21.5,65.9
22-09-2017 20:10,car,NORTH,WEST,21.5,71.0
22-09-2017 05:51,car,EAST,WEST,21.5,73.4
22-09-2017 16:54,car,NORTH,WEST,21.5,61.7
22-09-2017 12:13,car,EAST,NORTH,21.5,61.5
22-09-2017 21:24,car,SOUTH,NORTH,21.5,82.3
22-09-2017 13:36,car,NORTH,SOUTH,21.5,74.5
22-09-2017 14:19,car,WEST,SOUTH,21.5,90.1
22-09-2017 14:06,car,EAST,SOUTH,21.5,52.2
22-09-2017 03:26,car,WEST,NORTH,21.5,58.2
22-09-2017 09:32,car,EAST,WEST,21.5,50.3
22-09-2017 16:20,car,NORTH,WEST,21.5,76.2
22-09-2017 07:50,car,NORTH,SOUTH,21.5,90.5
22-09-2017 14:15,truck,SOUTH,WEST,21.5,32.6
22-09-2017 22:20,bus,SOUTH,EAST,21.5,51.4
22-09-2017 13:32,car,WEST,NORTH,21.5,70.9
22-09-2017 05:07,car,NORTH,WEST,21.5,62.0
22-09-2017 10:05,car,EAST,SOUTH,21.5,71.5
22-09-2017 13:21,car,SOUTH,EAST,21.5,63.5
22-09-2017 06:42,car,NORTH,EAST,21.5,81.4
22-09-2017 23:25,car,SOUTH,NORTH,21.5,56.2
22-09-2017 13:45,bus,WEST,SOUTH,21.5,35.9
22-09-2017 20:37,car,EAST,NORTH,21.5,86.4
22-09-2017 00:43,car,WEST,EAST,21.5,93.2
22-09-2017 17:52,car,SOUTH,WEST,21.5,49.9
22-09-2017 15:34,car,EAST,WEST,21.5,62.5
22-09-2017 16:50,car,EAST,WEST,21.5,76.3
22-09-2017 03:32,car,WEST,NORTH,21.5,67.2
22-09-2017 07:05,car,EAST,SOUTH,21.5,77.0
22-09-2017 13:25,car,WEST,SOUTH,21.5,48.1
22-09-2017 06:54,bus,NORTH,WEST,21.5,42.4
22-09-2017 20:47,car,SOUTH,EAST,21.5,79.5
22-09-2017 17:21,truck,SOUTH,NORTH,21.5,47.3
22-09-2017 09:08,car,SOUTH,NORTH,21.5,46.5
22-09-2017 06:47,bus,WEST,NORTH,21.5,52.4
22-09-2017 21:46,car,WEST,SOUTH,21.5,86.9
22-09-2017 00:22,car,SOUTH,EAST,21.5,48.4
22-09-2017 06:38,car,SOUTH,WEST,21.5,67.5
22-09-2017 22:00,truck,NORTH,EAST,21.5,56.0
22-09-2017 19:03,car,NORTH,WEST,21.5,88.7
22-09-2017 03:24,car,EAST,NORTH,21.5,59.1
22-09-2017 00:53,car,NORTH,WEST,21.5,68.6
22-09-2017 03:20,car,WEST,EAST,21.5,74.2
22-09-2017 18:08,truck,SOUTH,WEST,21.5,33.1
22-09-2017 08:59,truck,EAST,SOUTH,21.5,53.4
22-09-2017 12:29,car,SOUTH,EAST,21.5,81.7
22-09-2017 10:15,car,EAST,NORTH,21.5,69.4
22-09-2017 03:44,car,EAST,NORTH,21.5,89.2
22-09-2017 10:51,car,SOUTH,WEST,21.5,58.9
22-09-2017 14:51,truck,EAST,WEST,21.5,28.2
22-09-2017 17:02,car,WEST,EAST,21.5,46.7
22-09-2017 22:29,car,WEST,SOUTH,21.5,70.9
22-09-2017 07:13,car,NORTH,WEST,21.5,65.2
22-09-2017 15:12,car,SOUTH,EAST,21.5,85.1
22-09-2017 22:51,car,SOUTH,EAST,21.5,73.0
22-09-2017 19:59,truck,SOUTH,WEST,21.5,60.6
22-09-2017 14:24,car,WEST,SOUTH,21.5,65.6
22-09-2017 03:48,bus,EAST,SOUTH,21.5,39.5
22-09-2017 12:06,truck,NORTH,EAST,21.5,65.7
22-09-2017 12:50,car,SOUTH,WEST,21.5,78.5
22-09-2017 05:04,car,SOUTH,NORTH,21.5,94.0
22-09-2017 18:17,car,EAST,SOUTH,21.5,67.9
22-09-2017 09:51,car,EAST,NORTH,21.5,78.9
22-09-2017 17:12,car,EAST,NORTH,21.5,75.7
22-09-2017 19:15,car,SOUTH,NORTH,21.5,57.3
22-09-2017 03:41,car,WEST,SOUTH,21.5,77.8
22-09-2017 17:42,car,WEST,SOUTH,21.5,67.2
22-09-2017 05:55,bus,SOUTH,EAST,21.5,45.5
22-09-2017 16:32,car,NORTH,EAST,21.5,83.6
22-09-2017 18:07,truck,NORTH,SOUTH,21.5,29.3
22-09-2017 21:16,truck,EAST,WEST,21.5,53.8
22-09-2017 14:56,car,EAST,WEST,21.5,73.7
22-09-2017 08:25,car,SOUTH,WEST,21.5,49.0
22-09-2017 11:39,bus,NORTH,SOUTH,21.5,40.9
22-09-2017 23:16,car,NORTH,WEST,21.5,52.3
22-09-2017 05:50,car,SOUTH,NORTH,21.5,81.9
22-09-2017 06:49,truck,NORTH,EAST,21.5,33.8
22-09-2017 10:24,car,EAST,WEST,21.5,91.7
22-09-2017 03:04,car,SOUTH,NORTH,21.5,56.0
22-09-2017 01:51,car,EAST,SOUTH,21.5,65.8
22-09-2017 20:08,car,SOUTH,EAST,21.5,67.1
22-09-2017 21:26,car,EAST,NORTH,21.5,78.0
22-09-2017 06:34,truck,NORTH,WEST,21.5,60.1
22-09-2017 09:35,car,SOUTH,NORTH,21.5,70.6
22-09-2017 04:09,truck,SOUTH,NORTH,21.5,28.4
22-09-2017 13:07,car,WEST,EAST,21.5,46.2
22-09-2017 00:04,truck,EAST,SOUTH,21.5,49.2
22-09-2017 14:59,car,NORTH,WEST,21.5,57.9
22-09-2017 04:46,car,EAST,WEST,21.5,91.4
22-09-2017 18:02,car,EAST,WEST,21.5,56.7
22-09-2017 00:46,car,NORTH,WEST,21.5,74.2
22-09-2017 01:28,car,NORTH,EAST,21.5,67.5
22-09-2017 18:38,car,WEST,EAST,21.5,50.4
22-09-2017 14:49,bus,SOUTH,NORTH,21.5,54.9
22-09-2017 13:22,car,EAST,NORTH,21.5,94.7
22-09-2017 13:43,car,EAST,WEST,21.5,55.3
22-09-2017 07:01,car,EAST,SOUTH,21.5,59.4
